lmr_id,fy_qtr,cat_type,category,subcategory,netsales,litres,fyr,qtr,end_qtr,end_qtr_dt,cyr,season,start_qtr_dt
3654,FY2017Q3,Spirits,Tequila,Mezcal,124961,1801,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3657,FY2017Q1,Spirits,Vodka,Flavoured Vodka,3399213,127854,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3658,FY2017Q2,Spirits,Vodka,Flavoured Vodka,3558294,134517,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3659,FY2017Q3,Spirits,Vodka,Flavoured Vodka,3649129,132545,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3662,FY2017Q1,Spirits,Vodka,Straight Vodka,50825874,2048829,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3663,FY2017Q2,Spirits,Vodka,Straight Vodka,52516158,2118843,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3664,FY2017Q3,Spirits,Vodka,Straight Vodka,53909261,2144427,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3667,FY2017Q1,Spirits,Whisky,American Whiskey,2361439,75836,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3668,FY2017Q2,Spirits,Whisky,American Whiskey,2467908,79144,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3669,FY2017Q3,Spirits,Whisky,American Whiskey,3132842,96426,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3672,FY2017Q1,Spirits,Whisky,Blended Malt Scotch Whisky,76779,909,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3673,FY2017Q2,Spirits,Whisky,Blended Malt Scotch Whisky,60601,814,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3674,FY2017Q3,Spirits,Whisky,Blended Malt Scotch Whisky,170405,2141,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3677,FY2017Q1,Spirits,Whisky,Blended Scotch Whisky,7458266,259264,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3678,FY2017Q2,Spirits,Whisky,Blended Scotch Whisky,7088450,245744,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3679,FY2017Q3,Spirits,Whisky,Blended Scotch Whisky,8713409,296498,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3682,FY2017Q1,Spirits,Whisky,Bourbon Whiskey,2767776,77179,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3683,FY2017Q2,Spirits,Whisky,Bourbon Whiskey,2824776,79464,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3684,FY2017Q3,Spirits,Whisky,Bourbon Whiskey,3881396,101721,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3687,FY2017Q1,Spirits,Whisky,Canadian Whisky,25152489,1017105,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3688,FY2017Q2,Spirits,Whisky,Canadian Whisky,28631357,1140976,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3689,FY2017Q3,Spirits,Whisky,Canadian Whisky,34348028,1364265,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3692,FY2017Q1,Spirits,Whisky,Flavoured Whisky,18575,766,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3693,FY2017Q2,Spirits,Whisky,Flavoured Whisky,37533,1419,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3694,FY2017Q3,Spirits,Whisky,Flavoured Whisky,68635,2595,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3697,FY2017Q1,Spirits,Whisky,Irish Whiskey,2155405,60802,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3698,FY2017Q2,Spirits,Whisky,Irish Whiskey,2454957,72602,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3699,FY2017Q3,Spirits,Whisky,Irish Whiskey,4274332,119161,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3702,FY2017Q1,Spirits,Whisky,Other Country Whisky,442332,5700,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3703,FY2017Q2,Spirits,Whisky,Other Country Whisky,534829,6998,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3704,FY2017Q3,Spirits,Whisky,Other Country Whisky,954911,12019,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3707,FY2017Q1,Spirits,Whisky,Single Malt Scotch Whisky,8210736,110552,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3708,FY2017Q2,Spirits,Whisky,Single Malt Scotch Whisky,7529757,103382,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3709,FY2017Q3,Spirits,Whisky,Single Malt Scotch Whisky,14965868,173923,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3712,FY2017Q1,Wine,Argentina Wine,Argentina Red Wine,9078860,638186,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3713,FY2017Q2,Wine,Argentina Wine,Argentina Red Wine,8409681,571429,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3714,FY2017Q3,Wine,Argentina Wine,Argentina Red Wine,12511803,878303,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3717,FY2017Q1,Wine,Argentina Wine,Argentina Rose Wine,90985,6991,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3718,FY2017Q2,Wine,Argentina Wine,Argentina Rose Wine,97431,7524,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3719,FY2017Q3,Wine,Argentina Wine,Argentina Rose Wine,55933,4258,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3722,FY2017Q1,Wine,Argentina Wine,Argentina Sparkling Wine,9647,453,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3723,FY2017Q2,Wine,Argentina Wine,Argentina Sparkling Wine,10723,526,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3724,FY2017Q3,Wine,Argentina Wine,Argentina Sparkling Wine,28090,1488,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3727,FY2017Q1,Wine,Argentina Wine,Argentina White Wine,770065,64051,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3728,FY2017Q2,Wine,Argentina Wine,Argentina White Wine,780821,64659,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3729,FY2017Q3,Wine,Argentina Wine,Argentina White Wine,745143,63338,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3732,FY2017Q1,Wine,Australia Wine,Australia Fruit and Dessert Wine,0,0,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3733,FY2017Q2,Wine,Australia Wine,Australia Fruit and Dessert Wine,0,0,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3734,FY2017Q3,Wine,Australia Wine,Australia Fruit and Dessert Wine,0,0,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3737,FY2017Q1,Wine,Australia Wine,Australia Red Wine,9378418,657118,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3738,FY2017Q2,Wine,Australia Wine,Australia Red Wine,8921162,624476,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3739,FY2017Q3,Wine,Australia Wine,Australia Red Wine,12389353,852981,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3742,FY2017Q1,Wine,Australia Wine,Australia Rose Wine,155450,11918,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3743,FY2017Q2,Wine,Australia Wine,Australia Rose Wine,174593,14681,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3744,FY2017Q3,Wine,Australia Wine,Australia Rose Wine,126047,10440,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3747,FY2017Q1,Wine,Australia Wine,Australia Sparkling Wine,616245,48315,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3748,FY2017Q2,Wine,Australia Wine,Australia Sparkling Wine,632996,50208,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3749,FY2017Q3,Wine,Australia Wine,Australia Sparkling Wine,983202,78756,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3752,FY2017Q1,Wine,Australia Wine,Australia White Wine,5002325,460918,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3753,FY2017Q2,Wine,Australia Wine,Australia White Wine,5439826,508604,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3754,FY2017Q3,Wine,Australia Wine,Australia White Wine,5389591,511549,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3757,FY2017Q1,Wine,Austria Wine,Austria Red Wine,7938,315,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3758,FY2017Q2,Wine,Austria Wine,Austria Red Wine,4749,180,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3759,FY2017Q3,Wine,Austria Wine,Austria Red Wine,7550,252,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3762,FY2017Q1,Wine,Austria Wine,Austria Rose Wine,0,0,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3763,FY2017Q2,Wine,Austria Wine,Austria Rose Wine,1218,54,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3764,FY2017Q3,Wine,Austria Wine,Austria Rose Wine,0,0,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3767,FY2017Q1,Wine,Austria Wine,Austria Sparkling Wine,0,0,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3768,FY2017Q2,Wine,Austria Wine,Austria Sparkling Wine,0,0,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3769,FY2017Q3,Wine,Austria Wine,Austria Sparkling Wine,0,0,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3772,FY2017Q1,Wine,Austria Wine,Austria White Wine,39622,1830,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3773,FY2017Q2,Wine,Austria Wine,Austria White Wine,46059,2031,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3774,FY2017Q3,Wine,Austria Wine,Austria White Wine,43782,1856,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3777,FY2017Q1,Wine,Bulgaria Wine,Bulgaria Red Wine,22463,2074,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3778,FY2017Q2,Wine,Bulgaria Wine,Bulgaria Red Wine,16016,1458,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3779,FY2017Q3,Wine,Bulgaria Wine,Bulgaria Red Wine,30275,2892,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3782,FY2017Q1,Wine,Bulgaria Wine,Bulgaria Sparkling Wine,0,0,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3783,FY2017Q2,Wine,Bulgaria Wine,Bulgaria Sparkling Wine,0,0,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3784,FY2017Q3,Wine,Bulgaria Wine,Bulgaria Sparkling Wine,0,0,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3787,FY2017Q1,Wine,Bulgaria Wine,Bulgaria White Wine,293,27,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3788,FY2017Q2,Wine,Bulgaria Wine,Bulgaria White Wine,1018,90,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3789,FY2017Q3,Wine,Bulgaria Wine,Bulgaria White Wine,102,9,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3792,FY2017Q1,Wine,Canada - BC,Canada - BC Dessert Wine,188760,4095,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3793,FY2017Q2,Wine,Canada - BC,Canada - BC Dessert Wine,389415,7955,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3794,FY2017Q3,Wine,Canada - BC,Canada - BC Dessert Wine,206830,4268,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3797,FY2017Q1,Wine,Canada - BC,Canada - BC Fruit Wine,1059410,47957,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3798,FY2017Q2,Wine,Canada - BC,Canada - BC Fruit Wine,1711980,79440,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3799,FY2017Q3,Wine,Canada - BC,Canada - BC Fruit Wine,970165,42503,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3802,FY2017Q1,Wine,Canada - BC,Canada - BC Ice Wine,1877457,15586,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3803,FY2017Q2,Wine,Canada - BC,Canada - BC Ice Wine,2741048,22155,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3804,FY2017Q3,Wine,Canada - BC,Canada - BC Ice Wine,1675917,14705,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3807,FY2017Q1,Wine,Canada - BC,Canada - BC Red Wine,54806696,4348036,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3808,FY2017Q2,Wine,Canada - BC,Canada - BC Red Wine,65824919,4758362,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3809,FY2017Q3,Wine,Canada - BC,Canada - BC Red Wine,64247381,5245259,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3812,FY2017Q1,Wine,Canada - BC,Canada - BC Rose Wine,5364608,361251,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3813,FY2017Q2,Wine,Canada - BC,Canada - BC Rose Wine,5731089,392494,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3814,FY2017Q3,Wine,Canada - BC,Canada - BC Rose Wine,2353389,206325,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3817,FY2017Q1,Wine,Canada - BC,Canada - BC Sparkling Wine,1943461,82635,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3818,FY2017Q2,Wine,Canada - BC,Canada - BC Sparkling Wine,2643562,112239,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3819,FY2017Q3,Wine,Canada - BC,Canada - BC Sparkling Wine,2144442,85551,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3822,FY2017Q1,Wine,Canada - BC,Canada - BC White Wine,58276153,5298677,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3823,FY2017Q2,Wine,Canada - BC,Canada - BC White Wine,67433948,5784347,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3824,FY2017Q3,Wine,Canada - BC,Canada - BC White Wine,51420129,4927794,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3827,FY2017Q1,Wine,Canada - Other,Canada - Other Dessert Wine,4562,144,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3828,FY2017Q2,Wine,Canada - Other,Canada - Other Dessert Wine,3284,104,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3829,FY2017Q3,Wine,Canada - Other,Canada - Other Dessert Wine,5569,176,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3832,FY2017Q1,Wine,Canada - Other,Canada - Other Fruit Wine,25394,472,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3833,FY2017Q2,Wine,Canada - Other,Canada - Other Fruit Wine,26632,482,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3834,FY2017Q3,Wine,Canada - Other,Canada - Other Fruit Wine,23765,652,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3837,FY2017Q1,Wine,Canada - Other,Canada - Other Ice Wine,832870,11020,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3838,FY2017Q2,Wine,Canada - Other,Canada - Other Ice Wine,1371069,18469,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3839,FY2017Q3,Wine,Canada - Other,Canada - Other Ice Wine,947560,11958,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3842,FY2017Q1,Wine,Canada - Other,Canada - Other Red Wine,108094,5681,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3843,FY2017Q2,Wine,Canada - Other,Canada - Other Red Wine,234007,20505,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3844,FY2017Q3,Wine,Canada - Other,Canada - Other Red Wine,213068,17362,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3847,FY2017Q1,Wine,Canada - Other,Canada - Other Rose Wine,1001,63,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3848,FY2017Q2,Wine,Canada - Other,Canada - Other Rose Wine,1751,108,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3849,FY2017Q3,Wine,Canada - Other,Canada - Other Rose Wine,455,27,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3852,FY2017Q1,Wine,Canada - Other,Canada - Other Sparkling Wine,367192,57309,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3853,FY2017Q2,Wine,Canada - Other,Canada - Other Sparkling Wine,333447,53278,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3854,FY2017Q3,Wine,Canada - Other,Canada - Other Sparkling Wine,609490,101186,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3857,FY2017Q1,Wine,Canada - Other,Canada - Other White Wine,60771,4833,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3858,FY2017Q2,Wine,Canada - Other,Canada - Other White Wine,167391,18884,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3859,FY2017Q3,Wine,Canada - Other,Canada - Other White Wine,131449,13503,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3862,FY2017Q1,Wine,Chile Wine,Chile Fruit and Dessert Wine,6926,224,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3863,FY2017Q2,Wine,Chile Wine,Chile Fruit and Dessert Wine,5832,182,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3864,FY2017Q3,Wine,Chile Wine,Chile Fruit and Dessert Wine,11948,395,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3867,FY2017Q1,Wine,Chile Wine,Chile Red Wine,6559625,624839,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3868,FY2017Q2,Wine,Chile Wine,Chile Red Wine,6808149,635534,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3869,FY2017Q3,Wine,Chile Wine,Chile Red Wine,8685719,800679,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3872,FY2017Q1,Wine,Chile Wine,Chile Rose Wine,157462,11748,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3873,FY2017Q2,Wine,Chile Wine,Chile Rose Wine,236440,24988,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3874,FY2017Q3,Wine,Chile Wine,Chile Rose Wine,12018,986,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3877,FY2017Q1,Wine,Chile Wine,Chile Sparkling Wine,50177,3031,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3878,FY2017Q2,Wine,Chile Wine,Chile Sparkling Wine,48976,3122,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3879,FY2017Q3,Wine,Chile Wine,Chile Sparkling Wine,60330,3524,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3882,FY2017Q1,Wine,Chile Wine,Chile White Wine,3231155,333050,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3883,FY2017Q2,Wine,Chile Wine,Chile White Wine,3420548,360896,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3884,FY2017Q3,Wine,Chile Wine,Chile White Wine,3144396,319194,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3887,FY2017Q1,Wine,China Wine,China Fruit and Dessert Wine,0,0,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3888,FY2017Q2,Wine,China Wine,China Fruit and Dessert Wine,0,0,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3889,FY2017Q3,Wine,China Wine,China Fruit and Dessert Wine,0,0,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3892,FY2017Q1,Wine,China Wine,China Red Wine,3117,140,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3893,FY2017Q2,Wine,China Wine,China Red Wine,2514,112,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3894,FY2017Q3,Wine,China Wine,China Red Wine,2112,94,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3897,FY2017Q1,Wine,China Wine,China White Wine,0,0,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3898,FY2017Q2,Wine,China Wine,China White Wine,0,0,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3899,FY2017Q3,Wine,China Wine,China White Wine,0,0,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3902,FY2017Q1,Wine,Fortified Wine,Other Fortified Domestic Wine,1389525,157058,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3903,FY2017Q2,Wine,Fortified Wine,Other Fortified Domestic Wine,1728682,155010,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3904,FY2017Q3,Wine,Fortified Wine,Other Fortified Domestic Wine,1396307,161496,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3907,FY2017Q1,Wine,Fortified Wine,Other Fortified Import Wine,451255,32214,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3908,FY2017Q2,Wine,Fortified Wine,Other Fortified Import Wine,425757,29898,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3909,FY2017Q3,Wine,Fortified Wine,Other Fortified Import Wine,673083,46123,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3912,FY2017Q1,Wine,Fortified Wine,Port Wine,513018,16301,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3913,FY2017Q2,Wine,Fortified Wine,Port Wine,533557,16345,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3914,FY2017Q3,Wine,Fortified Wine,Port Wine,1248674,39044,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3917,FY2017Q1,Wine,Fortified Wine,Sherry Wine,211959,11986,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3918,FY2017Q2,Wine,Fortified Wine,Sherry Wine,185202,10544,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3919,FY2017Q3,Wine,Fortified Wine,Sherry Wine,355902,19693,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3922,FY2017Q1,Wine,Fortified Wine,Vermouth Wine,533128,55490,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3923,FY2017Q2,Wine,Fortified Wine,Vermouth Wine,461165,46660,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3924,FY2017Q3,Wine,Fortified Wine,Vermouth Wine,596377,61363,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3927,FY2017Q1,Wine,France Wine,France Champagne Wine,2832223,32507,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3928,FY2017Q2,Wine,France Wine,France Champagne Wine,3496699,38655,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3929,FY2017Q3,Wine,France Wine,France Champagne Wine,5980428,67984,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3932,FY2017Q1,Wine,France Wine,France Fruit and Dessert Wine,17696,294,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3933,FY2017Q2,Wine,France Wine,France Fruit and Dessert Wine,20253,278,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3934,FY2017Q3,Wine,France Wine,France Fruit and Dessert Wine,80681,950,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3937,FY2017Q1,Wine,France Wine,France Red Wine,8560778,363528,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3938,FY2017Q2,Wine,France Wine,France Red Wine,9462543,374622,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3939,FY2017Q3,Wine,France Wine,France Red Wine,12074271,501618,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3942,FY2017Q1,Wine,France Wine,France Rose Wine,2072236,119572,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3943,FY2017Q2,Wine,France Wine,France Rose Wine,1531730,91288,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3944,FY2017Q3,Wine,France Wine,France Rose Wine,470282,29514,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3947,FY2017Q1,Wine,France Wine,France Sparkling Wine,611176,35043,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3948,FY2017Q2,Wine,France Wine,France Sparkling Wine,625148,35407,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3949,FY2017Q3,Wine,France Wine,France Sparkling Wine,1063632,63914,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3952,FY2017Q1,Wine,France Wine,France White Wine,3397433,166407,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3953,FY2017Q2,Wine,France Wine,France White Wine,3495387,172189,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3954,FY2017Q3,Wine,France Wine,France White Wine,4078503,175021,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3957,FY2017Q1,Wine,Georgia Wine,Georgia Red Wine,19514,1054,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3958,FY2017Q2,Wine,Georgia Wine,Georgia Red Wine,49479,2742,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3959,FY2017Q3,Wine,Georgia Wine,Georgia Red Wine,73222,4051,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3962,FY2017Q1,Wine,Georgia Wine,Georgia White Wine,0,0,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3963,FY2017Q2,Wine,Georgia Wine,Georgia White Wine,0,0,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3964,FY2017Q3,Wine,Georgia Wine,Georgia White Wine,0,0,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3967,FY2017Q1,Wine,Germany Wine,Germany Fruit and Dessert Wine,0,0,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3968,FY2017Q2,Wine,Germany Wine,Germany Fruit and Dessert Wine,0,0,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3969,FY2017Q3,Wine,Germany Wine,Germany Fruit and Dessert Wine,23934,4126,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3972,FY2017Q1,Wine,Germany Wine,Germany Red Wine,42749,2608,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3973,FY2017Q2,Wine,Germany Wine,Germany Red Wine,52434,3724,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3974,FY2017Q3,Wine,Germany Wine,Germany Red Wine,53528,3466,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3977,FY2017Q1,Wine,Germany Wine,Germany Rose Wine,18900,1348,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3978,FY2017Q2,Wine,Germany Wine,Germany Rose Wine,19003,1336,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3979,FY2017Q3,Wine,Germany Wine,Germany Rose Wine,11580,832,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
3982,FY2017Q1,Wine,Germany Wine,Germany Sparkling Wine,665958,42655,2017,Q1,06-30,2016-06-03,2016,summer,2016-06-01
3983,FY2017Q2,Wine,Germany Wine,Germany Sparkling Wine,551220,33785,2017,Q2,09-30,2016-09-30,2016,summer,2016-09-01
3984,FY2017Q3,Wine,Germany Wine,Germany Sparkling Wine,1355307,89828,2017,Q3,12-31,2016-12-31,2016,winter,2016-12-01
